FS125,FS115,FS121,FS120,FS114,Tons,Waste,MGO,HGO,VLGO,LGO,G1,Top Soil,LLG,DumpingTime
0,1,0,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.005920187107148078
0,1,0,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.019076158456366028
0,1,0,0,0,0.19569672131147542,1,0,0,0,0,0,0,0,0.018856892267212395
0,1,0,0,0,0.18442622950819673,1,0,0,0,0,0,0,0,0.013229060078935827
0,1,0,0,0,0.2387295081967213,1,0,0,0,0,0,0,0,0.004823856161379915
0,0,0,0,1,0.28688524590163933,0,1,0,0,0,0,0,0,0.004312235053354773
0,1,0,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.008112848998684403
0,0,1,0,0,0.22438524590163936,1,0,0,0,0,0,0,0,0.008259026458120157
0,0,1,0,0,0.21106557377049182,1,0,0,0,0,0,0,0,0.006651074404326853
0,0,0,1,0,0.26024590163934425,1,0,0,0,0,0,0,0,0.0035813477561759976
1,0,0,0,0,0.27151639344262296,1,0,0,0,0,0,0,0,0.025581055401257127
0,0,0,1,0,0.3237704918032787,1,0,0,0,0,0,0,0,0.022730594942259902
0,0,0,1,0,0.3155737704918033,1,0,0,0,0,0,0,0,0.0002192661891536325
1,0,0,0,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.0019733957023826926
0,0,0,1,0,0.2889344262295082,1,0,0,0,0,0,0,0,0.0034351702967402426
0,0,1,0,0,0.25922131147540983,1,0,0,0,0,0,0,0,0.004239146323636895
0,0,0,1,0,0.2776639344262295,1,0,0,0,0,0,0,0,0.0035813477561759976
0,0,0,1,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.008989913755298933
0,1,0,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.010086244701067096
0,0,0,1,0,0.3043032786885246,1,0,0,0,0,0,0,0,0.007966671539248647
0,0,0,0,1,0.19774590163934427,0,0,0,1,0,0,0,0,0.005481654728840813
0,0,0,0,1,0.19774590163934427,0,0,0,1,0,0,0,0,0.016591141645958193
0,1,0,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.012132729133167666
1,0,0,0,0,0.28790983606557374,1,0,0,0,0,0,0,0,0.0035813477561759976
0,1,0,0,0,0.2223360655737705,1,0,0,0,0,0,0,0,0.006797251863762608
0,0,1,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.007820494079812893
1,0,0,0,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.009282268674170443
0,0,1,0,0,0.2223360655737705,1,0,0,0,0,0,0,0,0.00029235491887151
1,0,0,0,0,0.26639344262295084,1,0,0,0,0,0,0,0,0.005481654728840813
0,0,1,0,0,0.29610655737704916,1,0,0,0,0,0,0,0,0.006504896944891098
1,0,0,0,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.00087706475661453
1,0,0,0,0,0.26844262295081966,1,0,0,0,0,0,0,0,0.000438532378307265
0,0,0,1,0,0.19262295081967212,1,0,0,0,0,0,0,0,0.000730887297178775
1,0,0,0,0,0.3145491803278688,1,0,0,0,0,0,0,0,0.00029235491887151
0,0,0,1,0,0.32479508196721313,1,0,0,0,0,0,0,0,0.002192661891536325
0,0,0,1,0,0.028688524590163935,1,0,0,0,0,0,0,0,0.0003654436485893875
1,0,0,0,0,0.30327868852459017,1,0,0,0,0,0,0,0,0.00175412951322906
1,0,0,0,0,0.2786885245901639,1,0,0,0,0,0,0,0,0.000146177459435755
0,0,1,0,0,0.19057377049180327,1,0,0,0,0,0,0,0,0.004019880134483263
0,0,0,1,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.01432539102470399
0,0,0,1,0,0.31864754098360654,1,0,0,0,0,0,0,0,0.0028504604589972226
0,0,1,0,0,0.2151639344262295,1,0,0,0,0,0,0,0,0.0013886858646396725
1,0,0,0,0,0.29405737704918034,1,0,0,0,0,0,0,0,0.00233883935097208
0,0,0,1,0,0.2838114754098361,1,0,0,0,0,0,0,0,0.00087706475661453
1,0,0,0,0,0.29918032786885246,1,0,0,0,0,0,0,0,0.0009501534863324075
0,0,0,1,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.008843736295863177
1,0,0,0,0,0.3176229508196721,1,0,0,0,0,0,0,0,0.00263119426984359
0,0,0,1,0,0.18442622950819673,1,0,0,0,0,0,0,0,0.00029235491887151
0,0,0,1,0,0.3206967213114754,1,0,0,0,0,0,0,0,0.0005116211080251425
1,0,0,0,0,0.3125,1,0,0,0,0,0,0,0,0.004896944891097793
0,0,1,0,0,0.24180327868852458,1,0,0,0,0,0,0,0,0.002192661891536325
0,0,0,1,0,0.27459016393442626,1,0,0,0,0,0,0,0,0.002485016810407835
1,0,0,0,0,0.2899590163934426,1,0,0,0,0,0,0,0,0.0013886858646396725
1,0,0,0,0,0.2530737704918033,1,0,0,0,0,0,0,0,0.04275690688495834
0,0,0,1,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.006504896944891098
0,0,0,1,0,0.27459016393442626,1,0,0,0,0,0,0,0,0.0010963309457681625
0,0,0,1,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.008039760268966526
0,0,0,1,0,0.30225409836065575,1,0,0,0,0,0,0,0,0.0010963309457681625
0,0,0,1,0,0.2838114754098361,1,0,0,0,0,0,0,0,0.0002192661891536325
0,0,0,1,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.007381961701505628
0,0,0,1,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.008039760268966526
1,0,0,0,0,0.23668032786885246,1,0,0,0,0,0,0,0,0.002485016810407835
0,0,0,1,0,0.18032786885245902,1,0,0,0,0,0,0,0,0.004166057593919018
0,0,1,0,0,0.27049180327868855,1,0,0,0,0,0,0,0,0.006870340593480485
0,0,0,1,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.00701651805291624
0,0,0,1,0,0.18954918032786885,1,0,0,0,0,0,0,0,0.0005116211080251425
0,0,0,1,0,0.22438524590163936,1,0,0,0,0,0,0,0,0.00789358280953077
0,0,0,1,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.001607952053793305
1,0,0,0,0,0.27151639344262296,1,0,0,0,0,0,0,0,0.00204648443210057
0,1,0,0,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.008332115187838036
0,0,0,1,0,0.007172131147540984,1,0,0,0,0,0,0,0,0.00029235491887151
0,0,0,1,0,0.33401639344262296,1,0,0,0,0,0,0,0,0.0021195731618184476
1,0,0,0,0,0.29713114754098363,1,0,0,0,0,0,0,0,0.00497003362081567
0,0,1,0,0,0.03381147540983607,1,0,0,0,0,0,0,0,0.01403303610583248
0,0,0,1,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.0013886858646396725
0,1,0,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.010890220727963747
1,0,0,0,0,0.22336065573770492,1,0,0,0,0,0,0,0,0.0037275252156117526
1,0,0,0,0,0.27561475409836067,1,0,0,0,0,0,0,0,0.01140184183598889
0,0,0,0,1,0.28688524590163933,0,1,0,0,0,0,0,0,0.01257126151147493
0,1,0,0,0,0.19569672131147542,1,0,0,0,0,0,0,0,0.010378599619938606
0,0,0,1,0,0.2223360655737705,1,0,0,0,0,0,0,0,0.0018272182429469376
1,0,0,0,0,0.3165983606557377,1,0,0,0,0,0,0,0,0.01644496418652244
0,0,0,1,0,0.18954918032786885,1,0,0,0,0,0,0,0,0.00116941967548604
1,0,0,0,0,0.27151639344262296,1,0,0,0,0,0,0,0,0.0005116211080251425
0,0,0,1,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.012059640403449787
0,1,0,0,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.03142815377868732
0,0,0,0,1,0.16495901639344263,0,1,0,0,0,0,0,0,0.009282268674170443
0,0,0,1,0,0.20594262295081966,1,0,0,0,0,0,0,0,0.00116941967548604
1,0,0,0,0,0.22950819672131148,1,0,0,0,0,0,0,0,0.005408565999122935
0,1,0,0,0,0.18954918032786885,1,0,0,0,0,0,0,0,0.001607952053793305
1,0,0,0,0,0.3114754098360656,1,0,0,0,0,0,0,0,0.004019880134483263
0,1,0,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.0006577985674608975
0,0,0,1,0,0.2182377049180328,1,0,0,0,0,0,0,0,0.001023242216050285
0,0,0,0,1,0.17930327868852458,0,1,0,0,0,0,0,0,0.00233883935097208
1,0,0,0,0,0.2797131147540984,1,0,0,0,0,0,0,0,0.004019880134483263
0,1,0,0,0,0.16598360655737704,1,0,0,0,0,0,0,0,0.000146177459435755
1,0,0,0,0,0.2725409836065574,1,0,0,0,0,0,0,0,0.005481654728840813
1,0,0,0,0,0.29098360655737704,1,0,0,0,0,0,0,0,0.00175412951322906
1,0,0,0,0,0.29610655737704916,1,0,0,0,0,0,0,0,0.0024119280806899576
0,1,0,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.005920187107148078
1,0,0,0,0,0.2930327868852459,1,0,0,0,0,0,0,0,0.01081713199824587
1,0,0,0,0,0.29918032786885246,1,0,0,0,0,0,0,0,0.0006577985674608975
0,0,0,1,0,0.22540983606557377,1,0,0,0,0,0,0,0,0.0012425084052039175
0,1,0,0,0,0.21209016393442623,1,0,0,0,0,0,0,0,0.00204648443210057
0,0,1,0,0,0.18545081967213115,1,0,0,0,0,0,0,0,0.01198655167373191
0,0,0,1,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.00175412951322906
0,0,0,1,0,0.24487704918032788,1,0,0,0,0,0,0,0,0.005189299809969303
0,1,0,0,0,0.1864754098360656,1,0,0,0,0,0,0,0,0.0013886858646396725
1,0,0,0,0,0.30327868852459017,1,0,0,0,0,0,0,0,0.00175412951322906
0,0,0,1,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.004239146323636895
0,0,0,1,0,0.17315573770491804,1,0,0,0,0,0,0,0,0.00087706475661453
1,0,0,0,0,0.018442622950819672,1,0,0,0,0,0,0,0,0.0029235491887151
0,0,0,1,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.01432539102470399
0,0,0,1,0,0.19569672131147542,1,0,0,0,0,0,0,0,0.0006577985674608975
0,0,0,1,0,0.2387295081967213,1,0,0,0,0,0,0,0,0.0034351702967402426
1,0,0,0,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.0000730887297178775
0,1,0,0,0,0.20901639344262296,1,0,0,0,0,0,0,0,0.0035813477561759976
1,0,0,0,0,0.3094262295081967,1,0,0,0,0,0,0,0,0.001315597134921795
0,1,0,0,0,0.29918032786885246,1,0,0,0,0,0,0,0,0.008551381376991667
1,0,0,0,0,0.24692622950819673,1,0,0,0,0,0,0,0,0.0146177459435755
0,0,0,0,1,0.28688524590163933,0,1,0,0,0,0,0,0,0.00233883935097208
0,1,0,0,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.006943429323198363
0,0,0,1,0,0.24487704918032788,1,0,0,0,0,0,0,0,0.00935535740388832
1,0,0,0,0,0.30020491803278687,1,0,0,0,0,0,0,0,0.0000730887297178775
0,0,0,1,0,0.2192622950819672,1,0,0,0,0,0,0,0,0.00526238853968718
1,0,0,0,0,0.30020491803278687,1,0,0,0,0,0,0,0,0.00994006724163134
0,1,0,0,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.003069726648150855
0,0,0,1,0,0.24180327868852458,1,0,0,0,0,0,0,0,0.0429030843443941
0,0,0,0,1,0.17930327868852458,0,1,0,0,0,0,0,0,0.001023242216050285
1,0,0,0,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.0003654436485893875
0,0,0,1,0,0.24180327868852458,1,0,0,0,0,0,0,0,0.06300248501681041
0,1,0,0,0,0.29508196721311475,1,0,0,0,0,0,0,0,0.00029235491887151
0,0,0,1,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.003946791404765385
1,0,0,0,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.05313550650489694
0,1,0,0,0,0.2838114754098361,1,0,0,0,0,0,0,0,0.0029966379184329776
0,1,0,0,0,0.2930327868852459,1,0,0,0,0,0,0,0,0.00116941967548604
0,0,0,1,0,0.27049180327868855,1,0,0,0,0,0,0,0,0.007089606782634118
0,0,0,1,0,0.15881147540983606,1,0,0,0,0,0,0,0,0.00029235491887151
0,0,0,0,1,0.27459016393442626,0,1,0,0,0,0,0,0,0.0006577985674608975
0,0,1,0,0,0.29200819672131145,1,0,0,0,0,0,0,0,0.01374068118696097
1,0,0,0,0,0.29815573770491804,1,0,0,0,0,0,0,0,0.26070749890366907
1,0,0,0,0,0.26024590163934425,1,0,0,0,0,0,0,0,0.0031428153778687326
0,0,1,0,0,0.29918032786885246,1,0,0,0,0,0,0,0,0.0018272182429469376
1,0,0,0,0,0.35860655737704916,1,0,0,0,0,0,0,0,0.006358719485455343
0,0,0,1,0,0.2459016393442623,1,0,0,0,0,0,0,0,0.0021195731618184476
1,0,0,0,0,0.25614754098360654,1,0,0,0,0,0,0,0,0.00994006724163134
0,0,0,1,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.05298932904546119
0,0,0,1,0,0.3084016393442623,1,0,0,0,0,0,0,0,0.00613945329630171
0,0,0,1,0,0.2797131147540984,1,0,0,0,0,0,0,0,0.0034351702967402426
1,0,0,0,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.0211226428884666
0,0,1,0,0,0.2182377049180328,1,0,0,0,0,0,0,0,0.007674316620377138
0,0,0,1,0,0.2489754098360656,1,0,0,0,0,0,0,0,0.002192661891536325
1,0,0,0,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.00613945329630171
0,0,0,1,0,0.29610655737704916,1,0,0,0,0,0,0,0,0.00087706475661453
0,0,1,0,0,0.29815573770491804,1,0,0,0,0,0,0,0,0.021341909077620232
1,0,0,0,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.0034351702967402426
1,0,0,0,0,0.3073770491803279,1,0,0,0,0,0,0,0,0.000730887297178775
0,0,1,0,0,0.1885245901639344,1,0,0,0,0,0,0,0,0.004239146323636895
1,0,0,0,0,0.2930327868852459,1,0,0,0,0,0,0,0,0.00263119426984359
0,0,0,1,0,0.2028688524590164,1,0,0,0,0,0,0,0,0.0008039760268966525
0,0,1,0,0,0.18442622950819673,1,0,0,0,0,0,0,0,0.00321590410758661
1,0,0,0,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.00789358280953077
1,0,0,0,0,0.2930327868852459,1,0,0,0,0,0,0,0,0.006285630755737465
1,0,0,0,0,0.2899590163934426,1,0,0,0,0,0,0,0,0.010159333430784973
0,0,1,0,0,0.20594262295081966,1,0,0,0,0,0,0,0,0.0031428153778687326
1,0,0,0,0,0.23975409836065573,1,0,0,0,0,0,0,0,0.001607952053793305
0,1,0,0,0,0.1915983606557377,1,0,0,0,0,0,0,0,0.00116941967548604
0,0,1,0,0,0.2899590163934426,1,0,0,0,0,0,0,0,0.00672416313404473
0,0,1,0,0,0.22028688524590165,1,0,0,0,0,0,0,0,0.004166057593919018
1,0,0,0,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.001023242216050285
0,0,1,0,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.008405203917555913
0,1,0,0,0,0.30635245901639346,1,0,0,0,0,0,0,0,0.001607952053793305
1,0,0,0,0,0.3104508196721312,1,0,0,0,0,0,0,0,0.015056278321882766
0,0,0,1,0,0.32684426229508196,1,0,0,0,0,0,0,0,0.0087706475661453
0,0,1,0,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.008843736295863177
0,0,0,0,1,0.26639344262295084,0,1,0,0,0,0,0,0,0.016810407835111826
1,0,0,0,0,0.3084016393442623,1,0,0,0,0,0,0,0,0.011840374214296156
0,0,0,1,0,0.3084016393442623,1,0,0,0,0,0,0,0,0.0013886858646396725
0,0,0,0,1,0.26639344262295084,0,1,0,0,0,0,0,0,0.0350825902645812
0,0,0,1,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.007528139160941383
0,0,1,0,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.01081713199824587
0,0,0,1,0,0.3104508196721312,1,0,0,0,0,0,0,0,0.007235784242069873
0,0,0,1,0,0.20184426229508196,1,0,0,0,0,0,0,0,0.00058470983774302
0,0,0,0,1,0.2459016393442623,0,1,0,0,0,0,0,0,0.01110948691711738
0,0,1,0,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.017833650051162112
1,0,0,0,0,0.24077868852459017,1,0,0,0,0,0,0,0,0.0002192661891536325
0,0,0,1,0,0.32684426229508196,1,0,0,0,0,0,0,0,0.005700920917994445
0,0,0,1,0,0.20184426229508196,1,0,0,0,0,0,0,0,0.00526238853968718
0,0,0,0,1,0.2786885245901639,0,1,0,0,0,0,0,0,0.03859084929103932
0,0,0,1,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.007528139160941383
1,0,0,0,0,0.25922131147540983,1,0,0,0,0,0,0,0,0.002777371729279345
0,0,0,1,0,0.22848360655737704,1,0,0,0,0,0,0,0,0.001315597134921795
0,0,0,0,1,0.2612704918032787,0,1,0,0,0,0,0,0,0.01198655167373191
0,0,0,1,0,0.3176229508196721,1,0,0,0,0,0,0,0,0.019149247186083906
0,0,1,0,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.00964771232275983
0,0,1,0,0,0.2459016393442623,1,0,0,0,0,0,0,0,0.0022657506212542026
0,0,0,1,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.008624470106709546
0,0,0,0,1,0.23770491803278687,0,1,0,0,0,0,0,0,0.024923256833796228
1,0,0,0,0,0.29918032786885246,1,0,0,0,0,0,0,0,0.0029966379184329776
0,0,0,0,1,0.2776639344262295,1,0,0,0,0,0,0,0,0.014179213565268236
0,0,0,0,1,0.24077868852459017,1,0,0,0,0,0,0,0,0.0031428153778687326
0,0,0,1,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.00701651805291624
0,0,1,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.005189299809969303
0,1,0,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.0000730887297178775
0,0,0,0,1,0.3094262295081967,1,0,0,0,0,0,0,0,0.012717438970910686
0,0,0,1,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.027773717292793453
0,0,1,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.014983189592164887
0,0,0,0,1,0.2838114754098361,1,0,0,0,0,0,0,0,0.0012425084052039175
0,0,1,0,0,0.32991803278688525,1,0,0,0,0,0,0,0,0.006797251863762608
0,0,0,0,1,0.17418032786885246,1,0,0,0,0,0,0,0,0.005627832188276568
0,0,0,0,1,0.25922131147540983,1,0,0,0,0,0,0,0,0.007455050431223505
0,0,1,0,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.005920187107148078
0,0,1,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.00818593772840228
0,0,1,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.0008039760268966525
1,0,0,0,0,0.27561475409836067,1,0,0,0,0,0,0,0,0.03493641280514544
1,0,0,0,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.012790527700628563
1,0,0,0,0,0.33299180327868855,1,0,0,0,0,0,0,0,0.008112848998684403
0,1,0,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.00613945329630171
1,0,0,0,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.02748136237392194
0,0,0,1,0,0.29918032786885246,1,0,0,0,0,0,0,0,0.14778541148954832
1,0,0,0,0,0.29405737704918034,1,0,0,0,0,0,0,0,0.0005116211080251425
1,0,0,0,0,0.3206967213114754,1,0,0,0,0,0,0,0,0.0022657506212542026
1,0,0,0,0,0.29098360655737704,1,0,0,0,0,0,0,0,0.00380061394532963
0,1,0,0,0,0.3043032786885246,1,0,0,0,0,0,0,0,0.003069726648150855
0,1,0,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.005335477269405058
1,0,0,0,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.01286361643034644
0,1,0,0,0,0.27049180327868855,1,0,0,0,0,0,0,0,0.00175412951322906
0,1,0,0,0,0.29098360655737704,1,0,0,0,0,0,0,0,0.008405203917555913
1,0,0,0,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.035813477561759975
0,0,1,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.002485016810407835
1,0,0,0,0,0.2612704918032787,1,0,0,0,0,0,0,0,0.00029235491887151
1,0,0,0,0,0.2899590163934426,1,0,0,0,0,0,0,0,0.014471568484139746
0,0,0,1,0,0.3206967213114754,1,0,0,0,0,0,0,0,0.005335477269405058
1,0,0,0,0,0.27459016393442626,1,0,0,0,0,0,0,0,0.10115480192954246
1,0,0,0,0,0.18954918032786885,1,0,0,0,0,0,0,0,0.00204648443210057
1,0,0,0,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.001607952053793305
1,0,0,0,0,0.305327868852459,1,0,0,0,0,0,0,0,0.00146177459435755
0,0,0,1,0,0.004098360655737705,1,0,0,0,0,0,0,0,0.00058470983774302
0,1,0,0,0,0.29918032786885246,1,0,0,0,0,0,0,0,0.005993275836865955
0,0,0,1,0,0.24282786885245902,1,0,0,0,0,0,0,0,0.029527846806022513
0,1,0,0,0,0.24282786885245902,1,0,0,0,0,0,0,0,0.00146177459435755
1,0,0,0,0,0.29098360655737704,1,0,0,0,0,0,0,0,0.015421721970472153
0,0,0,1,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.004896944891097793
0,1,0,0,0,0.27049180327868855,1,0,0,0,0,0,0,0,0.00029235491887151
1,0,0,0,0,0.010245901639344262,1,0,0,0,0,0,0,0,0.012717438970910686
0,1,0,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.007089606782634118
0,1,0,0,0,0.2930327868852459,1,0,0,0,0,0,0,0,0.15531355065048968
0,1,0,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.004166057593919018
0,0,0,1,0,0.17827868852459017,1,0,0,0,0,0,0,0,0.0037275252156117526
1,0,0,0,0,0.2776639344262295,1,0,0,0,0,0,0,0,0.01344832626808946
1,0,0,0,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.023169127320567168
0,1,0,0,0,0.2735655737704918,1,0,0,0,0,0,0,0,0.008624470106709546
1,0,0,0,0,0.29918032786885246,1,0,0,0,0,0,0,0,0.004312235053354773
1,0,0,0,0,0.2838114754098361,1,0,0,0,0,0,0,0,0.0008039760268966525
0,1,0,0,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.016225697997368806
0,0,0,1,0,0.2069672131147541,1,0,0,0,0,0,0,0,0.001607952053793305
0,0,0,1,0,0.16290983606557377,1,0,0,0,0,0,0,0,0.0013886858646396725
1,0,0,0,0,0.27459016393442626,1,0,0,0,0,0,0,0,0.0016810407835111825
0,0,1,0,0,0.29200819672131145,1,0,0,0,0,0,0,0,0.022584417482824148
0,0,1,0,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.06607221166496126
0,0,0,1,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.000146177459435755
1,0,0,0,0,0.3012295081967213,1,0,0,0,0,0,0,0,0.00087706475661453
1,0,0,0,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.04443794766846952
0,1,0,0,0,0.21311475409836064,1,0,0,0,0,0,0,0,0.010451688349656483
0,1,0,0,0,0.2725409836065574,1,0,0,0,0,0,0,0,0.0019733957023826926
0,1,0,0,0,0.21311475409836064,1,0,0,0,0,0,0,0,0.013521414997807337
0,1,0,0,0,0.2807377049180328,1,0,0,0,0,0,0,0,0.008112848998684403
1,0,0,0,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.03288992837304488
0,0,1,0,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.00847829264727379
1,0,0,0,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.011767285484578277
0,1,0,0,0,0.305327868852459,1,0,0,0,0,0,0,0,0.00116941967548604
1,0,0,0,0,0.2797131147540984,1,0,0,0,0,0,0,0,0.005335477269405058
1,0,0,0,0,0.30225409836065575,1,0,0,0,0,0,0,0,0.0006577985674608975
0,0,0,1,0,0.24282786885245902,1,0,0,0,0,0,0,0,0.01344832626808946
1,0,0,0,0,0.2827868852459016,1,0,0,0,0,0,0,0,0.00029235491887151
1,0,0,0,0,0.2899590163934426,1,0,0,0,0,0,0,0,0.00964771232275983
1,0,0,0,0,0.29200819672131145,1,0,0,0,0,0,0,0,0.0008039760268966525
1,0,0,0,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.024850168104078352
1,0,0,0,0,0.2182377049180328,1,0,0,0,0,0,0,0,0.002485016810407835
0,1,0,0,0,0.3073770491803279,1,0,0,0,0,0,0,0,0.0031428153778687326
0,0,0,1,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.002192661891536325
1,0,0,0,0,0.2827868852459016,1,0,0,0,0,0,0,0,0.0031428153778687326
0,0,0,1,0,0.17930327868852458,1,0,0,0,0,0,0,0,0.005116211080251425
0,1,0,0,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.010597865809092237
0,0,0,1,0,0.2192622950819672,1,0,0,0,0,0,0,0,0.0037275252156117526
1,0,0,0,0,0.28688524590163933,1,0,0,0,0,0,0,0,0.021268820347902354
1,0,0,0,0,0.26741803278688525,1,0,0,0,0,0,0,0,0.00058470983774302
1,0,0,0,0,0.29918032786885246,1,0,0,0,0,0,0,0,0.0116941967548604
1,0,0,0,0,0.19262295081967212,1,0,0,0,0,0,0,0,0.0022657506212542026
1,0,0,0,0,0.2766393442622951,1,0,0,0,0,0,0,0,0.005189299809969303
1,0,0,0,0,0.2551229508196721,1,0,0,0,0,0,0,0,0.017687472591726355
0,0,1,0,0,0.29200819672131145,1,0,0,0,0,0,0,0,0.0008039760268966525
0,1,0,0,0,0.1762295081967213,1,0,0,0,0,0,0,0,0.0003654436485893875
0,0,0,1,0,0.2807377049180328,1,0,0,0,0,0,0,0,0.012498172781757053
0,1,0,0,0,0.2827868852459016,1,0,0,0,0,0,0,0,0.005481654728840813
0,0,0,1,0,0.2530737704918033,1,0,0,0,0,0,0,0,0.0015348633240754275
0,0,1,0,0,0.2817622950819672,1,0,0,0,0,0,0,0,0.003362081567022365
0,0,0,1,0,0.3411885245901639,1,0,0,0,0,0,0,0,0.00058470983774302
0,1,0,0,0,0.19364754098360656,1,0,0,0,0,0,0,0,0.00467767870194416
0,0,0,1,0,0.2858606557377049,1,0,0,0,0,0,0,0,0.01374068118696097
0,0,0,0,1,0.29508196721311475,0,1,0,0,0,0,0,0,0.017760561321444233
0,0,0,0,1,0.305327868852459,0,1,0,0,0,0,0,0,0.00613945329630171
0,0,1,0,0,0.30327868852459017,1,0,0,0,0,0,0,0,0.014544657213857623
0,1,0,0,0,0.24692622950819673,1,0,0,0,0,0,0,0,0.005920187107148078
1,0,0,0,0,0.2581967213114754,1,0,0,0,0,0,0,0,0.016518052916240315
0,1,0,0,0,0.21721311475409835,1,0,0,0,0,0,0,0,0.011036398187399503
0,0,0,0,1,0.26229508196721313,0,1,0,0,0,0,0,0,0.004823856161379915
0,1,0,0,0,0.29918032786885246,1,0,0,0,0,0,0,0,0.00029235491887151
0,0,1,0,0,0.26844262295081966,1,0,0,0,0,0,0,0,0.004312235053354773
0,0,0,0,1,0.18954918032786885,0,1,0,0,0,0,0,0,0.0025581055401257126
0,1,0,0,0,0.30635245901639346,1,0,0,0,0,0,0,0,0.007162695512351995
0,0,0,0,1,0.28688524590163933,0,1,0,0,0,0,0,0,0.0029235491887151
0,0,0,1,0,0.007172131147540984,1,0,0,0,0,0,0,0,0.008551381376991667
1,0,0,0,0,0.25922131147540983,1,0,0,0,0,0,0,0,0.0013886858646396725
0,0,0,0,1,0.2889344262295082,0,1,0,0,0,0,0,0,0.017979827510597866
